time,x_state,y_state,z_state,psi_state,mpc_cmd_psi,mpc_cmd_omega,mpc_cmd_vel
1744880488773611.0,453.676,-1355.8,0.160048,0.0,6.13163,-0.151558,60.0
1744880488793257.0,453.676,-1355.8,0.160048,0.0,6.12204,-0.161146,60.0
1744880488813853.0,453.676,-1355.8,0.160048,0.0,6.12877,-0.154418,60.0
1744880488834682.0,453.676,-1355.8,0.160048,0.0,6.1685,-0.11468,60.0
1744880488855273.0,453.676,-1355.8,0.160048,0.0,6.15923,-0.123957,60.0
1744880488875910.0,453.676,-1355.8,0.160048,0.0,6.16653,-0.116655,60.0
1744880488897569.0,453.676,-1355.8,0.160048,0.0,6.1481,-0.135081,60.0
1744880488918293.0,453.676,-1355.8,0.160048,0.0,6.12681,-0.156377,60.0
1744880488938818.0,453.676,-1355.8,0.160048,0.0,6.13971,-0.143474,60.0
1744880488959679.0,453.676,-1355.8,0.160048,0.0,6.22054,-0.0626475,60.0
1744880488980382.0,453.676,-1355.8,0.160048,0.0,6.16887,-0.114317,60.0
1744880489001443.0,453.676,-1355.8,0.160048,0.0,6.17151,-0.111678,60.0
1744880489022181.0,453.676,-1355.8,0.160048,0.0,6.12869,-0.154498,60.0
1744880489043158.0,453.676,-1355.8,0.160048,0.0,6.14075,-0.142431,60.0
1744880489063950.0,453.676,-1355.8,0.160048,0.0,6.1687,-0.114485,60.0
1744880489084513.0,453.676,-1355.8,0.160048,0.0,6.22905,-0.0541306,60.0
1744880489105600.0,453.676,-1355.8,0.160048,0.0,6.12092,-0.162263,60.0
1744880489126068.0,453.676,-1355.8,0.160048,0.0,6.11909,-0.1641,60.0
1744880489146920.0,453.676,-1355.8,0.160048,0.0,6.14542,-0.137767,60.0
1744880489167685.0,453.676,-1355.8,0.160048,0.0,6.15814,-0.125043,60.0
1744880489188391.0,453.676,-1355.8,0.160048,0.0,6.19277,-0.0904175,60.0
1744880489209126.0,453.676,-1355.8,0.160048,0.0,6.16344,-0.119749,60.0
1744880489229908.0,453.676,-1355.8,0.160048,0.0,6.14047,-0.142719,60.0
1744880489250596.0,453.676,-1355.8,0.160048,0.0,6.13619,-0.146999,60.0
1744880489271316.0,453.676,-1355.8,0.160048,0.0,6.12675,-0.156433,60.0
1744880489292438.0,453.676,-1355.8,0.160048,0.0,6.12487,-0.158315,60.0
1744880489313604.0,453.676,-1355.8,0.160048,0.0,6.14384,-0.139343,60.0
1744880489334491.0,453.676,-1355.8,0.160048,0.0,6.19427,-0.0889122,60.0
1744880489358269.0,453.676,-1355.8,0.160048,0.0,6.12999,-0.153191,60.0
1744880489388400.0,453.676,-1355.8,0.160048,0.0,6.12227,-0.160916,60.0
1744880489408776.0,453.676,-1355.8,0.160048,0.0,6.12375,-0.159439,60.0
1744880489429853.0,453.676,-1355.8,0.160048,0.0,6.19471,-0.0884781,60.0
1744880489450856.0,453.676,-1355.8,0.160048,0.0,6.12472,-0.158465,60.0
1744880489471818.0,453.676,-1355.8,0.160048,0.0,6.12209,-0.161093,60.0
1744880489492904.0,453.676,-1355.8,0.160048,0.0,6.12079,-0.162395,60.0
1744880489513852.0,453.676,-1355.8,0.160048,0.0,6.16031,-0.12288,60.0
1744880489534742.0,453.676,-1355.8,0.160048,0.0,6.15398,-0.129207,60.0
1744880489555742.0,453.676,-1355.8,0.160048,0.0,6.13827,-0.144919,60.0
1744880489576547.0,453.676,-1355.8,0.160048,0.0,6.12795,-0.155238,60.0
1744880489597727.0,453.676,-1355.8,0.160048,0.0,6.15891,-0.124276,60.0
1744880489618445.0,453.676,-1355.8,0.160048,0.0,6.16712,-0.11607,60.0
1744880489639563.0,453.676,-1355.8,0.160048,0.0,6.15534,-0.127845,60.0
1744880489660455.0,453.676,-1355.8,0.160048,0.0,6.12535,-0.157832,60.0
1744880489686410.0,453.676,-1355.8,0.160048,0.0,6.14332,-0.139869,60.0
1744880489715478.0,453.676,-1355.8,0.160048,0.0,6.20489,-0.0782925,60.0
1744880489736169.0,453.676,-1355.8,0.160048,0.0,6.12619,-0.156999,60.0
1744880489756841.0,453.676,-1355.8,0.160048,0.0,6.13415,-0.14904,60.0
1744880489777794.0,453.676,-1355.8,0.160048,0.0,6.17504,-0.10815,60.0
1744880489798567.0,453.676,-1355.8,0.160048,0.0,6.13306,-0.150129,60.0
1744880489819364.0,453.676,-1355.8,0.160048,0.0,6.15451,-0.128671,60.0
1744880489840161.0,453.676,-1355.8,0.160048,0.0,6.17095,-0.112231,60.0
1744880489860826.0,453.676,-1355.8,0.160048,0.0,6.16912,-0.114063,60.0
1744880489881783.0,453.676,-1355.8,0.160048,0.0,6.18328,-0.0999044,60.0
1744880489902417.0,453.676,-1355.8,0.160048,0.0,6.15368,-0.129505,60.0
1744880489923378.0,453.676,-1355.8,0.160048,0.0,6.14943,-0.133758,60.0
1744880489946439.0,453.676,-1355.8,0.160048,0.0,6.12341,-0.159773,60.0
1744880489965358.0,453.676,-1355.8,0.160048,0.0,6.19315,-0.0900353,60.0
1744880489986468.0,453.676,-1355.8,0.160048,0.0,6.12466,-0.158521,60.0
1744880490009209.0,453.676,-1355.8,0.160048,0.0,6.11888,-0.164305,60.0
1744880490028266.0,453.676,-1355.8,0.160048,0.0,6.24304,-0.0401454,60.0
1744880490049321.0,453.676,-1355.8,0.160048,0.0,6.1557,-0.127487,60.0
1744880490070259.0,453.676,-1355.8,0.160048,0.0,6.12574,-0.157447,60.0
1744880490091123.0,453.676,-1355.8,0.160048,0.0,6.12644,-0.15674,60.0
1744880490117307.0,453.676,-1355.8,0.160048,0.0,6.14754,-0.135643,60.0
1744880490156484.0,453.676,-1355.8,0.160048,0.0,6.12493,-0.158251,60.0
1744880490177086.0,453.676,-1355.8,0.160048,0.0,6.15727,-0.125917,60.0
1744880490198023.0,453.676,-1355.8,0.160048,0.0,6.12551,-0.157676,60.0
1744880490218627.0,453.676,-1355.8,0.160048,0.0,6.16816,-0.115029,60.0
1744880490239716.0,453.676,-1355.8,0.160048,0.0,6.12941,-0.153773,60.0
1744880490260772.0,453.676,-1355.8,0.160048,0.0,6.12131,-0.161879,60.0
