time,x_state,y_state,z_state,psi_state,mpc_cmd_psi,mpc_cmd_omega,mpc_cmd_vel
1744880491642168.0,-172.429,-2477.64,0.482789,5.25242,5.1684,-0.0840232,60.0
1744880491662880.0,-170.734,-2480.37,0.483803,5.10934,5.14994,0.040597,60.0
1744880491683759.0,-170.734,-2480.37,0.483803,5.10934,4.9934,-0.115947,60.0
1744880491704736.0,-168.616,-2482.41,0.484542,5.14994,5.16854,0.0186025,60.0
1744880491725454.0,-168.616,-2482.41,0.484542,5.14994,5.15222,0.00228284,60.0
1744880491746475.0,-168.616,-2482.41,0.484542,5.14994,5.10645,-0.0434953,60.0
1744880491767340.0,-166.498,-2484.46,0.485282,5.15222,4.99831,-0.153914,60.0
1744880491788199.0,-166.498,-2484.46,0.485282,5.15222,5.13424,-0.0179829,60.0
1744880491808961.0,-164.803,-2487.19,0.4863,4.99831,5.11182,0.113512,60.0
1744880491829814.0,-164.803,-2487.19,0.4863,4.99831,5.11708,0.118767,60.0
1744880491850325.0,-164.803,-2487.19,0.4863,4.99831,4.94517,-0.0531427,60.0
1744880491871014.0,-162.685,-2489.24,0.487043,5.11708,5.03495,-0.0821226,60.0
1744880491891669.0,-162.685,-2489.24,0.487043,5.11708,5.12185,0.00477318,60.0
1744880491912614.0,-160.99,-2491.29,0.487798,5.03495,5.02038,-0.0145722,60.0
1744880491933464.0,-160.99,-2491.29,0.487798,5.03495,4.9907,-0.0442543,60.0
1744880491954207.0,-158.872,-2494.02,0.48881,5.02038,4.89112,-0.129259,60.0
1744880491975201.0,-158.872,-2494.02,0.48881,5.02038,4.94277,-0.077609,60.0
1744880491995859.0,-158.872,-2494.02,0.48881,5.02038,4.95693,-0.0634528,60.0
1744880492016784.0,-157.177,-2496.06,0.489568,4.94277,4.99525,0.0524726,60.0
1744880492037556.0,-157.177,-2496.06,0.489568,4.94277,5.0298,0.0870308,60.0
1744880492058209.0,-155.482,-2498.8,0.490594,4.99525,5.00379,0.00854737,60.0
1744880492079088.0,-155.482,-2498.8,0.490594,4.99525,5.00235,0.00710753,60.0
1744880492099902.0,-155.482,-2498.8,0.490594,4.99525,5.12559,0.130342,60.0
1744880492120579.0,-153.364,-2500.84,0.491343,5.00235,5.03026,0.0279045,60.0
1744880492141228.0,-153.364,-2500.84,0.491343,5.00235,5.02193,0.0195771,60.0
1744880492162080.0,-151.67,-2503.57,0.492372,5.03026,5.0761,0.0458443,60.0
1744880492182740.0,-151.67,-2503.57,0.492372,5.03026,5.18232,0.152059,60.0
1744880492203536.0,-151.67,-2503.57,0.492372,5.03026,5.04518,0.0149209,60.0
1744880492224475.0,-149.975,-2505.62,0.493135,5.18232,5.16001,-0.0223103,60.0
1744880492245707.0,-149.975,-2505.62,0.493135,5.18232,5.11076,-0.0715534,60.0
1744880492266407.0,-148.28,-2508.35,0.494167,5.16001,5.04066,-0.119345,60.0
1744880492287043.0,-148.28,-2508.35,0.494167,5.16001,5.11599,-0.0440145,60.0
1744880492307944.0,-146.586,-2510.4,0.494932,5.04066,5.10117,0.0605082,60.0
1744880492328905.0,-146.586,-2510.4,0.494932,5.04066,4.91619,-0.124475,60.0
1744880492349843.0,-146.586,-2510.4,0.494932,5.04066,5.06847,0.0278058,60.0
1744880492370706.0,-144.891,-2513.13,0.495966,4.91619,4.90325,-0.0129356,60.0
1744880492391340.0,-144.891,-2513.13,0.495966,4.91619,5.05305,0.136863,60.0
1744880492412185.0,-143.196,-2515.86,0.497003,4.90325,5.04959,0.146342,60.0
1744880492433020.0,-143.196,-2515.86,0.497003,4.90325,4.98179,0.0785381,60.0
1744880492454017.0,-143.196,-2515.86,0.497003,4.90325,4.86467,-0.0385822,60.0
1744880492474983.0,-141.501,-2517.91,0.497772,4.98179,4.81797,-0.163823,60.0
1744880492496036.0,-141.501,-2517.91,0.497772,4.98179,4.90119,-0.0805954,60.0
1744880492517212.0,-139.807,-2520.64,0.498811,4.81797,4.91507,0.0971013,60.0
1744880492538106.0,-139.807,-2520.64,0.498811,4.81797,4.8236,0.00563654,60.0
1744880492558775.0,-138.112,-2523.37,0.499852,4.91507,4.88607,-0.0290025,60.0
1744880492579722.0,-138.112,-2523.37,0.499852,4.91507,4.85429,-0.0607814,60.0
1744880492600429.0,-138.112,-2523.37,0.499852,4.91507,4.94662,0.0315563,60.0
1744880492621325.0,-136.417,-2525.42,0.500624,4.85429,4.91682,0.0625284,60.0
1744880492642214.0,-136.417,-2525.42,0.500624,4.85429,4.84064,-0.0136469,60.0
1744880492663078.0,-134.722,-2528.15,0.501668,4.91682,4.84016,-0.0766565,60.0
1744880492683770.0,-134.722,-2528.15,0.501668,4.91682,4.93915,0.0223359,60.0
1744880492704908.0,-134.722,-2528.15,0.501668,4.91682,4.96963,0.0528138,60.0
1744880492725703.0,-133.451,-2530.88,0.502722,4.93915,4.81241,-0.126738,60.0
1744880492746623.0,-133.451,-2530.88,0.502722,4.93915,4.90862,-0.0305341,60.0
1744880492767640.0,-131.756,-2533.61,0.503769,4.81241,4.88315,0.0707367,60.0
1744880492788599.0,-131.756,-2533.61,0.503769,4.81241,4.85436,0.041948,60.0
1744880492809669.0,-131.756,-2533.61,0.503769,4.81241,4.83625,0.0238381,60.0
1744880492830301.0,-130.062,-2535.66,0.504547,4.85436,4.85997,0.0056131,60.0
1744880492851612.0,-130.062,-2535.66,0.504547,4.85436,4.90606,0.0517013,60.0
1744880492872598.0,-128.79,-2538.39,0.505605,4.85997,4.83533,-0.0246395,60.0
1744880492893591.0,-128.79,-2538.39,0.505605,4.85997,4.96672,0.106743,60.0
1744880492914398.0,-127.096,-2541.12,0.506657,4.83533,4.92644,0.0911098,60.0
1744880492935342.0,-127.096,-2541.12,0.506657,4.83533,4.78662,-0.0487176,60.0
1744880492956297.0,-127.096,-2541.12,0.506657,4.83533,4.87602,0.0406804,60.0
1744880492977424.0,-125.824,-2543.85,0.507718,4.78662,4.78537,-0.00124782,60.0
1744880492998206.0,-125.824,-2543.85,0.507718,4.78662,4.84121,0.0545972,60.0
1744880493019392.0,-124.13,-2546.58,0.508773,4.78537,4.79397,0.00859805,60.0
1744880493040550.0,-124.13,-2546.58,0.508773,4.78537,4.8085,0.023126,60.0
1744880493061406.0,-124.13,-2546.58,0.508773,4.78537,4.91405,0.128683,60.0
1744880493082199.0,-122.858,-2549.31,0.509837,4.8085,4.96634,0.15785,60.0
1744880493102969.0,-122.858,-2549.31,0.509837,4.8085,4.86092,0.0524201,60.0
1744880493123789.0,-121.587,-2552.04,0.510903,4.96634,4.95534,-0.0110054,60.0
1744880493144469.0,-121.587,-2552.04,0.510903,4.96634,4.83744,-0.128909,60.0
1744880493165441.0,-120.316,-2554.09,0.511697,4.95534,4.89081,-0.0645325,60.0
1744880493186286.0,-120.316,-2554.09,0.511697,4.95534,4.8795,-0.0758423,60.0
1744880493207447.0,-120.316,-2554.09,0.511697,4.95534,4.8757,-0.0796358,60.0
1744880493228415.0,-118.621,-2556.82,0.512758,4.8795,4.89488,0.0153871,60.0
1744880493249749.0,-118.621,-2556.82,0.512758,4.8795,4.8569,-0.0225942,60.0
1744880493270332.0,-117.35,-2559.55,0.513827,4.89488,4.86012,-0.0347615,60.0
1744880493291090.0,-117.35,-2559.55,0.513827,4.89488,4.85033,-0.0445575,60.0
1744880493312391.0,-117.35,-2559.55,0.513827,4.89488,4.86087,-0.0340147,60.0
1744880493333074.0,-116.078,-2562.28,0.514899,4.85033,4.92821,0.0778847,60.0
1744880493354082.0,-116.078,-2562.28,0.514899,4.85033,4.97187,0.121541,60.0
1744880493375017.0,-114.807,-2565.01,0.515971,4.92821,4.93987,0.0116602,60.0
1744880493395945.0,-114.807,-2565.01,0.515971,4.92821,5.04291,0.114694,60.0
1744880493416943.0,-113.536,-2567.74,0.517045,4.93987,4.88245,-0.0574189,60.0
1744880493437834.0,-113.536,-2567.74,0.517045,4.93987,4.89168,-0.0481924,60.0
1744880493458847.0,-113.536,-2567.74,0.517045,4.93987,4.83307,-0.106799,60.0
1744880493480535.0,-112.264,-2570.47,0.518121,4.89168,4.95059,0.0589075,60.0
1744880493501426.0,-112.264,-2570.47,0.518121,4.89168,4.89248,0.000800503,60.0
1744880493522023.0,-110.993,-2573.2,0.519198,4.95059,4.95189,0.00130157,60.0
1744880493542584.0,-110.993,-2573.2,0.519198,4.95059,4.85649,-0.0940968,60.0
1744880493563418.0,-110.993,-2573.2,0.519198,4.95059,4.98264,0.03205,60.0
1744880493584152.0,-109.722,-2575.93,0.520276,4.85649,4.95632,0.0998344,60.0
1744880493605319.0,-109.722,-2575.93,0.520276,4.85649,4.71768,-0.138807,60.0
1744880493626041.0,-108.874,-2578.66,0.521363,4.95632,4.82594,-0.130381,60.0
1744880493646719.0,-108.874,-2578.66,0.521363,4.95632,4.79358,-0.162747,60.0
1744880493674554.0,-107.603,-2581.39,0.522444,4.79358,4.76793,-0.025646,60.0
1744880493689693.0,-107.603,-2581.39,0.522444,4.79358,4.80614,0.0125632,60.0
1744880493710267.0,-107.603,-2581.39,0.522444,4.79358,4.79029,-0.00328576,60.0
1744880493731048.0,-106.331,-2584.12,0.523527,4.80614,4.87149,0.0653498,60.0
1744880493752001.0,-106.331,-2584.12,0.523527,4.80614,4.7899,-0.0162412,60.0
1744880493772985.0,-106.331,-2584.12,0.523527,4.80614,4.87913,0.0729927,60.0
1744880493794231.0,-105.484,-2586.85,0.524618,4.7899,4.66158,-0.128318,60.0
1744880493815241.0,-105.484,-2586.85,0.524618,4.7899,4.7321,-0.0577965,60.0
1744880493836007.0,-104.212,-2590.27,0.52598,4.66158,4.7683,0.106721,60.0
1744880493856592.0,-104.212,-2590.27,0.52598,4.66158,4.77364,0.112063,60.0
1744880493877334.0,-103.364,-2593.0,0.527074,4.7683,4.65515,-0.113149,60.0
1744880493901456.0,-103.364,-2593.0,0.527074,4.7683,4.85147,0.0831687,60.0
1744880493919306.0,-103.364,-2593.0,0.527074,4.7683,4.85828,0.0899809,60.0
1744880493940275.0,-102.093,-2595.73,0.528162,4.85147,4.80996,-0.0415072,60.0
1744880493961245.0,-102.093,-2595.73,0.528162,4.85147,4.82779,-0.0236799,60.0
1744880493982157.0,-101.245,-2598.46,0.529259,4.80996,4.73283,-0.077132,60.0
1744880494002953.0,-101.245,-2598.46,0.529259,4.80996,4.70481,-0.105155,60.0
1744880494024184.0,-101.245,-2598.46,0.529259,4.80996,4.70935,-0.100617,60.0
1744880494044927.0,-99.9737,-2601.19,0.53035,4.70481,4.59797,-0.106835,60.0
1744880494065665.0,-99.9737,-2601.19,0.53035,4.70481,4.63919,-0.0656162,60.0
1744880494086331.0,-99.1259,-2603.92,0.531449,4.59797,4.49144,-0.106539,60.0
1744880494107481.0,-99.1259,-2603.92,0.531449,4.59797,4.5252,-0.0727756,60.0
1744880494128566.0,-98.2781,-2606.65,0.532549,4.5252,4.6784,0.1532,60.0
1744880494149607.0,-98.2781,-2606.65,0.532549,4.5252,4.62501,0.0998111,60.0
1744880494170523.0,-98.2781,-2606.65,0.532549,4.5252,4.52897,0.00377428,60.0
1744880494191480.0,-97.43,-2610.06,0.53393,4.62501,4.58865,-0.0363616,60.0
1744880494212542.0,-97.43,-2610.06,0.53393,4.62501,4.61434,-0.0106711,60.0
1744880494233432.0,-96.1587,-2612.79,0.535027,4.58865,4.48242,-0.106233,60.0
1744880494254798.0,-96.1587,-2612.79,0.535027,4.58865,4.51398,-0.0746663,60.0
1744880494275535.0,-96.1587,-2612.79,0.535027,4.58865,4.5731,-0.0155509,60.0
1744880494296246.0,-95.3109,-2615.52,0.536132,4.51398,4.60614,0.0921599,60.0
1744880494317041.0,-95.3109,-2615.52,0.536132,4.51398,4.6063,0.092318,60.0
1744880494337865.0,-94.4631,-2618.26,0.537237,4.60614,4.61537,0.00922806,60.0
1744880494359130.0,-94.4631,-2618.26,0.537237,4.60614,4.5896,-0.0165368,60.0
1744880494379629.0,-94.4631,-2618.26,0.537237,4.60614,4.64739,0.0412482,60.0
1744880494400507.0,-93.6152,-2620.99,0.538345,4.58961,4.66946,0.0798561,60.0
1744880494421515.0,-93.6152,-2620.99,0.538345,4.58961,4.57881,-0.0107905,60.0
1744880494442187.0,-93.1907,-2624.4,0.53974,4.66946,4.5805,-0.0889639,60.0
1744880494463017.0,-93.1907,-2624.4,0.53974,4.66946,4.67201,0.00254575,60.0
1744880494484017.0,-92.3429,-2627.13,0.54085,4.5805,4.58687,0.00637089,60.0
1744880494504971.0,-92.3429,-2627.13,0.54085,4.5805,4.49623,-0.0842628,60.0
1744880494525731.0,-92.3429,-2627.13,0.54085,4.5805,4.62964,0.049145,60.0
1744880494546330.0,-91.495,-2629.86,0.541961,4.49623,4.63498,0.138746,60.0
1744880494567594.0,-91.495,-2629.86,0.541961,4.49623,4.59644,0.10021,60.0
1744880494588743.0,-90.6472,-2632.59,0.543074,4.63498,4.57533,-0.0596519,60.0
1744880494609439.0,-90.6472,-2632.59,0.543074,4.63498,4.58346,-0.0515191,60.0
1744880494630388.0,-90.6472,-2632.59,0.543074,4.63498,4.57183,-0.0631545,60.0
1744880494651196.0,-90.2227,-2636.0,0.544475,4.58346,4.63981,0.0563495,60.0
1744880494672208.0,-90.2227,-2636.0,0.544475,4.58346,4.57885,-0.00460872,60.0
1744880494693171.0,-89.3748,-2638.74,0.54559,4.63981,4.60988,-0.0299294,60.0
1744880494714047.0,-89.3748,-2638.74,0.54559,4.63981,4.53024,-0.109567,60.0
1744880494734787.0,-88.527,-2641.47,0.546707,4.60988,4.51146,-0.0984264,60.0
1744880494756130.0,-88.527,-2641.47,0.546707,4.60988,4.53726,-0.0726178,60.0
1744880494777053.0,-88.527,-2641.47,0.546707,4.60988,4.53236,-0.0775201,60.0
1744880494798074.0,-88.1024,-2644.88,0.548113,4.53726,4.54802,0.0107528,60.0
1744880494818706.0,-88.1024,-2644.88,0.548113,4.53726,4.52727,-0.00999601,60.0
1744880494839712.0,-87.2546,-2647.61,0.549233,4.54802,4.62698,0.0789607,60.0
1744880494860698.0,-87.2546,-2647.61,0.549233,4.54802,4.56584,0.0178187,60.0
1744880494881569.0,-87.2546,-2647.61,0.549233,4.54802,4.67974,0.13172,60.0
1744880494902289.0,-86.8303,-2650.34,0.550359,4.56584,4.55286,-0.012972,60.0
1744880494923226.0,-86.8303,-2650.34,0.550359,4.56584,4.57348,0.0076492,60.0
1744880494944311.0,-86.4059,-2653.07,0.551487,4.55286,4.56839,0.0155289,60.0
1744880494965260.0,-86.4059,-2653.07,0.551487,4.55286,4.54398,-0.00888065,60.0
1744880494986142.0,-86.4059,-2653.07,0.551487,4.55286,4.55381,0.000949168,60.0
1744880495006851.0,-85.5579,-2656.49,0.552894,4.54398,4.54482,0.00083967,60.0
1744880495027959.0,-85.5579,-2656.49,0.552894,4.54398,4.60638,0.0623967,60.0
1744880495049017.0,-85.1335,-2659.22,0.554025,4.54482,4.57617,0.031353,60.0
1744880495070053.0,-85.1335,-2659.22,0.554025,4.54482,4.55626,0.0114354,60.0
1744880495091038.0,-84.7092,-2661.95,0.555156,4.57617,4.53614,-0.0400336,60.0
1744880495111981.0,-84.7092,-2661.95,0.555156,4.57617,4.54702,-0.0291583,60.0
1744880495133026.0,-84.7092,-2661.95,0.555156,4.57617,4.53735,-0.0388266,60.0
1744880495153940.0,-84.2846,-2665.36,0.556574,4.54702,4.50182,-0.0451933,60.0
1744880495174826.0,-84.2846,-2665.36,0.556574,4.54702,4.50928,-0.0377388,60.0
1744880495195801.0,-83.8603,-2668.09,0.557708,4.50182,4.59789,0.0960632,60.0
1744880495216823.0,-83.8603,-2668.09,0.557708,4.50182,4.63324,0.131413,60.0
1744880495237880.0,-83.8603,-2668.09,0.557708,4.50182,4.5433,0.0414734,60.0
1744880495258874.0,-83.4359,-2670.82,0.558844,4.63324,4.60669,-0.0265464,60.0
1744880495279917.0,-83.4359,-2670.82,0.558844,4.63324,4.56728,-0.0659517,60.0
1744880495300837.0,-83.0114,-2674.24,0.560266,4.60669,4.56327,-0.0434157,60.0
